I think he likes her.,I think he’s totally got a crush!
That movie was really good.,That movie was the bomb diggity!
I can't believe you did that.,"No way, that's cray-cray!"
I'm feeling really good today.,I’m feelin' fresh!
Let's hang out this weekend.,Let’s chill this weekend!
You really have a lot of charm.,You’ve got mad rizz!
That was a great performance.,That was straight fire!
I'm really impressed by your skills.,Your skills are next level!
This trend is very popular right now.,This trend is bussin'!
that's really cool,that’s phat
don't worry about it,no sweat
let's hang out later,let's chill later
you're so funny,you're a trip
I’m really excited about this,I’m so hyped for this
that's a great idea,that's a dope idea
everything is going well,everything's all good
she looks great today,she's looking fly today
that's really impressive,that's giving major vibes
I can't believe this is happening,I can't even right now
you're really charming,you've got mad rizz
let's get this party started,let's get this lit
that party was really fun,that party was off the hook
I think that movie is great,that movie is phat
you look really nice today,you look fly today
he is very cool,he is the bomb
that's impressive,that's dope
I really enjoyed this song,this song is banging
let's meet later,let's link up later
that outfit looks good,that outfit is on fleek
he has a lot of charm,he's got mad rizz
this situation is complicated,this situation is sus
I feel really excited about this,I'm hella hyped for this
that was a great experience,that was a vibe
she is really talented,she’s got skills
that party was really fun,that party was phat
she's very attractive,she's fly
I think that's a bad idea,I think that's wack
let's chill and hang out,let's kick it
everything is going well,everything's on point
I'm really excited about this,I'm so hyped for this
she's very stylish,she's looking fierce
that was an incredible performance,that was straight fire
I think he’s really charming,he's got major rizz
this situation is complicated,this situation is sus
let's meet up later,let's link up later
that movie was really good,that movie was a whole vibe
I'm really excited about this party,I'm totally stoked for this rager
That outfit is really cool,That outfit is phat
Let's hang out later,Let's bounce later
He's acting really strange,He's being such a weirdo
This song is really good,This track is fire
You did a great job,You crushed it
I'm feeling a bit sad today,I'm in my feels today
She's very stylish,She's got mad swag
That person is really charming,That person has serious rizz
Let's meet up later,Let's link up later
This food is delicious,This food is bussin'
I can't believe how amazing this is,I can't even with how dope this is
that party was really fun,that party was phat
I'm so excited about this,I'm totally stoked about this
you look great today,you look fly today
I'm just chilling at home,I'm just kicking it at the crib
that's really cool,that's bomb
let's hang out soon,let's catch up soon
I love this outfit,this outfit is on fleek
that's an interesting idea,that's a dope idea
I'm feeling really confident,I've got mad rizz
that movie was awesome,that movie was fire
let's take a break,let's vibe for a bit
I really enjoyed that,that was a whole vibe
that party was really fun,that party was phat
she is very attractive,she's a total babe
let's hang out later,let's chill later
I'm feeling great today,I'm feeling fly today
that outfit looks good,that outfit is on fleek
I can't believe you did that,I can't believe you went there
I'm really busy right now,I'm swamped right now
let's go to the mall,let's hit the mall
that was really impressive,that was straight fire
I'm feeling very confident,I’m feeling myself
you have a way with words,you've got mad bars
he is very charming,he's got rizz
this party is really fun,this party is phat
I am really tired,I'm totally trashed
let’s hang out later,let’s chill later
that movie was great,that movie was da bomb
I love your style,your style is sick
everything is going well,everything is gravy
that concert was incredible,that concert was epic
I’m feeling really good today,I'm feeling pretty hype today
you have a lot of charm,you've got major rizz
this place is really nice,this place is a whole vibe
let's get together soon,let's link up soon
I can't believe how good this is,"I can't even, this is fire"
you did a great job,you absolutely nailed it
That party was really fun,That party was phat
I can't believe how cool that concert was,That concert was da bomb!
He's acting really silly,He's being such a dork
I like your outfit,Your fit is dope
Everything is going well,Everything is on point
That's so great,That's sick!
He's a really good-looking guy,He's a total hottie
I really love this song,This jam is fire
You really impressed me,You really have that rizz
We should hang out more often,We need to vibe more
This situation is really complicated,This situation is a whole mess
I'm feeling really good today,I'm feeling blessed
That was an awesome game,That game was a banger
This party is awesome.,This party is phat.
He is acting really weird.,He's being a total weirdo.
That's really cool.,That's da bomb.
She's very attractive.,She's fly.
That outfit looks great.,That outfit is on fleek.
You did a fantastic job.,You totally crushed it.
I'm feeling really good today.,I'm feeling hype today.
This song is really catchy.,This song is a banger.
He's very charming.,He's got mad rizz.
That movie was entertaining.,That movie was a vibe.
Let's hang out soon.,Let's link up soon.
I'm not sure about that idea.,I'm iffy on that idea.
I'm really busy right now.,I'm swamped right now.
that party was really fun,that party was phat
I think that movie was great,I thought that movie was da bomb
you are very cool,you're hella cool
let's hang out later,let's chill later
that's really awesome,that's dope
you look great today,you're looking fly today
I love that song,that song is my jam
this outfit is perfect,this outfit is on point
he is really charming,he's got mad rizz
let's go out tonight,let's hit the town tonight
that's an interesting idea,that's a vibe
I can't believe this is happening,I can't even right now
let's celebrate our success,let's flex our wins
This party is really fun!,This party is phat!
I think you're really cool.,I think you're da bomb!
That outfit looks great!,That outfit is fly!
I can't believe what just happened.,I can't believe that was so bogus!
I'm really excited about this!,I'm so hyped for this!
You're so clever.,You're a total genius!
That movie was terrible.,That movie was a total fail!
Everything is going well.,Everything is on point!
I really like your style.,Your style is sick!
Let's hang out soon.,Let's vibe soon.
You have a lot of charm.,You’ve got mad rizz!
I can't wait for the weekend!,I can't wait for the weekend vibes!
this party is really fun,this party is off the hook
she is very cool,she is phat
that's a great idea,that's rad
you're acting silly,you're being a goofball
I'm feeling great today,I'm feeling super fresh
you look good,you're looking fly
that was very impressive,that was straight fire
let's hang out later,let's chillax later
you're really charming,you've got mad rizz
I'm very excited about this,I'm hyped for this
they are very talented,they're total vibes
that was an amazing performance,that was a whole vibe
let's get together soon,let's link up
that party was really fun,that party was off the hook
I think that outfit looks good,that outfit is phat
let's hang out this weekend,let's chill this weekend
she's very good at dancing,she's got mad skillz on the dance floor
you're looking great today,you're looking fly
that's such a cool idea,that's a dope idea
I'm really excited about the concert,I'm so hyped for the concert
that movie was really good,that movie was straight fire
I'm really tired right now,I'm totally beat
everyone is talking about that,that’s all the buzz right now
he's really charming,he's got mad rizz
this trend is very popular,this trend is hitting different
that party was a lot of fun,that party was phat
he's acting really weird,he's being such a dweeb
I can't believe that happened,"no way, that’s whack"
let's go hang out this weekend,let’s chill this weekend
I really like your outfit,your fit is on point
that's a great idea,that’s a dope idea
I’m feeling a bit tired today,I’m feeling low-key drained today
she's very attractive,she's super hot
I just met someone interesting,I just met someone with major rizz
let's just relax and watch a movie,let's vibe and watch a flick
this situation is complicated,this situation is sus
I'm excited about the concert,I'm hyped for the concert
that party was really fun,that party was the bomb
he's acting really cool,he's being so fly
I think she likes you,I think she's got a crush on you
this outfit is stylish,this outfit is phat
I’m super excited about the concert,I’m totally stoked for the concert
that movie was great,that movie was sick
you're so fashionable,you're so chic
that song is catchy,that song is a banger
this is really impressive,this is straight fire
I can't believe how cool that is,I can't even with how dope that is
he has a charming personality,he's got mad rizz
let's hang out later,let's chill later
that party was really cool,that party was phat
she's very attractive,she's a total babe
I'm feeling down,I'm feeling hella bummed
let's hang out,let's chillax
that outfit looks great,that outfit is on fleek
I really enjoyed that movie,that movie was sick
he's very talented,he's got mad skills
this is really exciting,this is straight fire
that person is very charismatic,that person has major rizz
I can't believe that happened,"I can't even, bruh"
she's always so confident,she's got that boss energy
let's keep this a secret,let's keep this on the down low
that music is really cool,that music is phat
I'm really tired,I'm totally beat
let's hang out later,let's chill later
you're acting really silly,you're being hella goofy
that outfit looks great,that outfit is on fleek
I can't believe you did that,I can't even with you
this party is really fun,this party is a total banger
you have a nice personality,you've got mad vibes
I really like your style,your fit is fire
I need to impress her,I gotta show off my rizz
let's just go for it,let's send it
I'm feeling great today,I'm vibing hard today
this party is really fun,this party is phat
that's a great outfit,that outfit is fly
I can't believe how good this is,this is da bomb
let's hang out later,let's kick it later
you look really nice,you're looking cute!
that's really cool,that's sick!
can't wait for the weekend,I'm so ready for the weekend vibes
I'm really tired today,I'm totally wiped out
I'm feeling great about this,I'm vibing with this
that was a bad decision,that was a big yikes
you're really charming,you've got mad rizz
let's get together soon,let's link up soon
That party was really fun.,That party was the bomb.
You look great today.,You’re looking fly today.
I can’t believe how much work we have.,I can’t believe how much we’ve got on our plate.
That movie was really good.,That movie was dope.
I’m excited about the weekend.,I’m hyped for the weekend.
This song is catchy.,This song is a banger.
Can you believe what happened?,Can you believe that went down?
Let’s meet up soon.,Let’s link up soon.
I really like your style.,I’m vibing with your drip.
That was an impressive performance.,That performance was fire.
He has a great personality.,He’s got mad charisma.
I’m really trying to impress her.,I’m just trying to flex on her.
that party was really fun,that party was phat
I'm really tired,I'm totally wiped out
let's hang out later,let's chill later
those shoes are cool,those kicks are dope
I'm feeling great today,I'm feeling super fresh
that's really awesome,that's hella tight
you're looking good,you're looking fly
I love this song,this jam is fire
I'm really interested in that,I'm totally vibing with that
that was hilarious,that was deadass funny
you're charming,you've got mad rizz
let's get together soon,let's link up soon
this is very cool,this is straight bussin
That's really cool!,That's phat!
I'm feeling great today.,I'm feeling rad today.
Let's hang out later.,Let's chill later.
You're really good at that.,You totally rock at that.
I'm really busy right now.,I'm swamped right now.
That was an impressive performance.,That performance was fire.
Everything is going well.,Everything's all good.
She looks great today.,She’s lookin' fly today.
You're really charming.,You've got mad rizz.
Let's celebrate this moment.,Let's vibe and celebrate.
I finished my project on time.,I crushed my project.
That idea is interesting.,That idea is dope.
I'm interested in that.,I’m down for that.
that party was really fun,that party was hella phat
I think she likes you,I think she's totally into you
you're being too dramatic,you're being so bogus
let's hang out later,"let's chill later, for sure"
that's really cool,"that's rad, dude"
I’m excited for the weekend,"I can't wait for the weekend, it's gonna be sick"
that outfit looks good on you,that outfit is on fleek
I'm feeling a bit down today,I'm feeling kinda blah today
he's really charming,he's got mad rizz
that's an interesting idea,that's a vibe
let's take a break from this,let's vibe check this
I didn't expect that,I was not ready for that
This party is really fun.,This party is off the chain.
I think that outfit is cool.,That outfit is phat.
He's acting very strange.,He's being totally wack.
I'm feeling really happy.,I'm feeling hella good.
That movie was really great.,That movie was bomb.
She's very attractive.,She's a total dime.
I really like your style.,Your style is on point.
I'm very tired right now.,I'm dead tired.
You're really charming.,You got that rizz.
This food is delicious.,This food is fire.
Let's hang out later.,Let's vibe later.
I'm feeling really good today.,I'm in my feels today.
That idea is brilliant.,That idea slaps.
that party was really fun,that party was phat
I can't believe what just happened,I can't believe that just went down
let's hang out later,let's chill later
she's really cool,she's the bomb
that was a great movie,that movie was dope
I really like your style,your style is fresh
I'm feeling good today,I'm feeling fly today
that was awesome,that was sick
you're really charming,you got mad rizz
this outfit is perfect,this fit is fire
let's take a break,let's vibe check for a sec
I've been working hard,I've been grinding
we need to talk about this,we need to chat about this lowkey
that party was really fun,that party was phat
she is really fashionable,she is so fly
let's get out of here,let's bounce
he is acting weird,he's being such a poser
this food is delicious,this food is bomb
I love this song,this song is fire
that was a great performance,that was dope
you look very good,you are looking fly
I'm feeling confident today,I've got that rizz today
this movie is really impressive,this movie is straight gas
let's take a break,let's chill for a sec
I can't believe it happened,"I can't even, that was wild"
This party is really fun.,This party is phat!
She's really attractive.,She's a total babe.
That movie was really cool.,That movie was dope.
I'm really excited about this.,I'm stoked about this!
This outfit looks great.,This fit is on fleek!
He's very talented.,He's got mad skills.
Can we meet up later?,Let’s link up later.
That was an impressive performance.,That was straight fire!
He has a lot of charm.,He's got major rizz.
I'm feeling really good today.,I'm vibing today.
That's such a good idea.,That's a whole vibe.
We're having a great time.,We're having a blast!
I really like this song.,This track slaps!
this party is awesome,this party is phat
I'm really tired,I'm totally beat
that outfit looks great,that outfit is fly
she's so cool,she's da bomb
everything is going well,everything's gravy
let's hang out later,let's chillax
I really like that song,that song is bangin'
you're looking good today,you're lookin' fresh
he's really charming,he's got mad rizz
this food is delicious,this food is fire
let's go to the mall,let's hit the mall
that's a great idea,that's a vibe
That's really cool.,That's phat.
Let's hang out later.,Let's chill.
I think she's really pretty.,She's a total babe.
You're acting so silly.,You're being so goofy.
That party was the best!,That party was off the chain!
I'm really tired today.,I'm totally beat.
He's really good at sports.,He's a total baller.
I love this song.,This track is fire.
That outfit is stylish.,That outfit is on fleek.
You did a great job!,You crushed it!
I'm feeling great today.,I'm vibing hard.
She's very charming.,She's got mad rizz.
Can we go out for food?,Wanna grab some munchies?
that party was really fun,that party was phat
she's very attractive,she's a total babe
he's acting really weird,he's being a total weirdo
I can't believe that happened,"no way, that's bogus!"
that's a great outfit,that outfit is on fleek
I'm really excited about this,I'm so hyped for this
let's hang out later,let's chill later
he's very talented,he's got mad skills
she's very charming,she's got serious rizz
that game was intense,that game was fire
I'm feeling great today,I'm vibing today
let's go out and have some fun,let's hit the town
That party was really fun.,That party was phat.
You're so cool.,You're da bomb.
I'm feeling great today.,I'm feelin' fly today.
She is very attractive.,She's a total babe.
That movie was excellent.,That movie was dope.
We had a good time last night.,We had a blast last night.
You're looking stylish.,You're looking fresh.
I'm really impressed.,I'm totally shook.
He's very charming.,He's got mad rizz.
This food is delicious.,This food slaps.
Let's have some fun.,Let's vibe out.
That's a great idea.,That's a whole vibe.
that party was really fun,that party was phat
I'm feeling really good today,I'm feeling fly today
let's hang out later,let's chill later
she's so cool,she's da bomb
that outfit looks great,that outfit is on point
I really like this song,I'm vibing with this track
you're looking good,you're looking fresh
this game is awesome,this game is sick
he's got a lot of charm,he's got mad rizz
this situation is complicated,this is a whole mess
I'm really excited about this,I'm hyped for this
that's a good idea,that's a vibe
let's have some fun,let's get this bread
That party was really fun!,That party was phat!
I'm really tired right now.,I'm totally bummed out.
I think that movie was really good.,That movie was the bomb diggity!
Let's go hang out later.,Let's chillax later.
That outfit looks great on you!,That outfit is on fleek!
I can't believe that happened!,"No way, that's cray!"
She's really talented.,She's got mad skills!
This song is really catchy.,This jam slaps!
I really like your style.,Your fit is fire!
Let's take a selfie together.,Let's grab a quick pic!
That was an impressive performance.,That performance was bussin'!
I really have a crush on him.,I've got mad rizz for him!
That party was really fun,That party was phat
I can't believe what happened,I can't even deal
She's really cool,She's da bomb
I got a new car,I scored a sweet ride
That outfit looks great,That outfit is on fleek
I'm really excited about this,I'm hyped about this
He's really good at talking to people,He's got mad game
That movie was awesome,That movie was sick
I'm feeling very confident today,I'm feeling myself
She's really attractive,She's got rizz
This trend is popular,This trend is bustin'
Let's hang out later,Let's vibe later
that party was really fun,that party was phat
you're acting really cool,you're so rad
I can't believe what just happened,I can't believe that was so whack
let's hang out soon,let's chill like villains
this outfit looks great,this outfit is on fleek
that movie was fantastic,that movie was the bomb
I'm feeling great today,I'm feeling dope today
you're really good at flirting,you've got major game
that's an interesting idea,that's a vibe
I really like this song,this song slaps
let's take a selfie,let's get a pic for the 'gram
everyone is talking about this trend,this trend is going viral
he's really charming,he's got rizz
That party was really fun.,That party was phat.
You're really cool.,You're da bomb.
I can't believe what happened.,I can't believe that went down.
She is very attractive.,She's a total hottie.
This song is really good.,This song is fire.
That was a great movie.,That movie was straight dope.
I'm really excited about this.,I'm so hyped for this.
Everything is going well.,Everything is on point.
He's charming.,He's got major rizz.
I really like your outfit.,Your fit is drippy.
Let's hang out later.,Let's vibe later.
I can't believe we won!,"No way, we just clutched that!"
That party was really fun.,That party was da bomb!
He's really cool.,He's phat.
I can't believe what just happened.,"No way, that's totally bogus!"
She has a great sense of style.,Her style is fly.
This song is stuck in my head.,This jam is on repeat.
We're going to win this game.,We are going to crush it!
I'm feeling really good today.,I'm feeling super fresh.
That outfit looks great on you.,That fit is on fleek!
He's really charming.,He's got mad rizz.
Let's hang out later.,Let's vibe later.
I love this new movie.,This movie is fire!
She is very talented.,She's got major skills.
that party was really fun,that party was phat
she's really cool,she's da bomb
let's hang out soon,let's chillax
he's acting really strange,he's being all whack
that's really stylish,that's so fresh
you're always so positive,you're such a vibe
let's get together later,let's link up later
I really like your outfit,your fit is on point
he's charming and smooth,he's got mad rizz
this song is really good,this track slaps
that's a great idea,that's fire
I'm feeling really tired,I'm hella drained
this game is really cool,this game is sick
that party was awesome,that party was phat
I'm really tired,I'm totally beat
you look great today,you look fly today
let's hang out tomorrow,let's chill tomorrow
that's really cool,that's bomb
I can't believe this is happening,I can't even right now
she's very stylish,she's on fleek
I'm feeling a bit down,I'm in my feels
he's charming and smooth,he's got mad rizz
that's an interesting idea,that's a vibe
let's just have fun,let's just vibe
I'm really into this song,this song slaps
they're so friendly,they're such a vibe
That party was really fun.,That party was phat.
You look really good today.,You're looking fly today.
I can't believe how cool that movie was.,That movie was da bomb.
He is so funny.,He's a total goofball.
This outfit is perfect.,This outfit is on fleek.
I love this song.,This song is my jam.
I'm really excited about the concert.,I'm so hyped for the concert!
That was an awesome game.,That game was sick.
He's really charming.,He's got mad rizz.
This event is going to be amazing.,This event is going to be fire.
I can't believe how popular this trend is.,This trend is straight bussin'.
We need to hang out more.,We gotta vibe more.
This party is really fun.,This party is totally phat.
That outfit looks great.,That outfit is dope.
I'm really tired right now.,I'm so beat.
You're being really annoying.,You're being such a wannabe.
I love your style.,Your style is on fleek.
That movie was really good.,That movie was the bomb.
I'm going to relax at home.,I'm just gonna chill at the crib.
She is really beautiful.,She’s a total smoke show.
You're really charming.,You got mad rizz.
That new song is really catchy.,That new track is a banger.
Let's hang out later.,Let’s vibe later.
I'm feeling a bit down today.,I’m in my feels today.
that party was so much fun,that party was off the heezy
you're really cool,you're the bomb
I can't believe how great this is,this is totally phat
let's go hang out,let's chill
that outfit looks great,that outfit is on point
I'm really excited about this,I'm hyped for this
you did a great job,you crushed it
this food is delicious,this food slaps
I feel so confident,I've got mad rizz
let's take a break,let's vibe for a sec
that movie was really good,that movie was fire
you're really talented,you've got skills
I'm feeling a bit overwhelmed,I'm feeling some type of way
This party is really fun.,This party is phat!
He is really cool.,He is da bomb!
I can't believe how awesome this is.,I am totally stoked!
She's acting very dramatic.,"She's being so dramatic, it's mad."
That outfit looks great.,That outfit is on fleek!
I'm really excited about this.,I’m hyped for this!
They are very confident.,They've got mad swagger.
This situation is complicated.,This is a total train wreck.
He's really charming.,He's got serious rizz.
I had so much fun today.,Today was a whole vibe!
That was very impressive.,That was straight fire!
Let's hang out soon.,"We should chill, no cap!"
that concert was really awesome,that concert was phat
I can't believe what happened,I can't believe that went down
you're acting kind of weird,you're acting all sketchy
let's hang out this weekend,let's chill this weekend
I really like your outfit,your outfit is fresh
that's not cool at all,that's totally whack
I can't wait for the party,I’m stoked for the party
that was very interesting,that was mad interesting
you really know how to flirt,you've got major rizz
I'm feeling really good today,I'm vibing hard today
let's take a picture together,let's snap a pic together
I think he's really good looking,I think he’s a total snack
that party was really fun,that party was phat
I think you’re really cool,I think you’re da bomb
I'm feeling sad today,I'm feeling bummed out
let's hang out soon,let's chill sometime
you look great today,you're looking fly
that movie was really good,that movie was dope
I have a lot of work to do,I’m swamped right now
you're really good at flirting,you got mad game
let's take some pictures,let's snap some pics
I like your outfit,your fit is fire
that was a great performance,that was a whole vibe
I'm feeling really excited,I'm totally hyped
that party was really fun,that party was totally phat
she's really cool,she's the bomb
I can't believe he did that,I can't believe he went there
let's hang out tomorrow,let's chillax tomorrow
that outfit looks great,that outfit is on fleek
he's very confident,he's got mad swagger
I'm very excited about this,I'm so hyped for this
she did an amazing job,she totally crushed it
this food is delicious,this food is bussin
I'm feeling great today,I'm vibing high today
let's take a break,let's take a breather
he's really charming,he's got the rizz
this party is really fun,this party is phat
that outfit looks great on you,you look fly in that
I'm feeling really good today,I'm feeling hella fresh
let's hang out later,"let's chill later, for sure"
this situation is complicated,this situation is mad shady
everything is going well,everything is on point
I'm excited for the concert,I'm hyped for the show
I really like your style,your drip is on fleek
that was an amazing performance,that performance was fire
I can't believe what just happened,I can't even right now
I'm really interested in that,I'm vibing with that
you're really charming,you've got mad rizz
That party was really fun last night.,That party was phat last night.
He's acting really cool.,He's acting hella fresh.
She's really smart.,She's wicked smart.
That song is really good.,That song is da bomb.
That outfit looks great!,That outfit is on fleek!
I can't believe how good this is.,"I can't even with this, it's fire!"
We're going to hang out this weekend.,We're gonna chill this weekend.
I really like your style.,Your style is sick!
He is very charming.,He's got mad rizz.
That movie was really entertaining.,That movie was a whole vibe.
She's very confident.,She's got that main character energy.
Let's take some pictures.,Let's snap some pics for the 'gram.
That party was really fun.,That party was phat.
I think that outfit looks great.,That outfit is da bomb.
He's acting really weird.,He's being totally wack.
I'm really excited about this.,I'm totally stoked for this.
Your style is really nice.,Your style is on point.
That movie was fantastic.,That movie was epic.
She looks great today.,She looks fire today.
I'm feeling a bit tired.,I'm feeling kinda beat.
He's really charming.,He's got mad rizz.
Let's hang out later.,Let's link up later.
This trend is really popular.,This trend is bussin'.
I love that song.,That song slaps.
I'm in a good mood.,I'm vibing hard.
that outfit looks great,that outfit is phat
let's hang out,let's chill
he's really cool,he's the bomb
I can't believe it!,"no way, dude!"
that looks awesome,that's sick!
you're so stylish,you're on fleek
let's take a selfie,let's snap a pic
this situation is complicated,this is a hot mess
I'm really excited,I'm so hyped
that party was fun,that party was a vibe
they're flirting with each other,they're throwing rizz
this is a great opportunity,this is a major W
that party was awesome,that party was phat
I'm really tired,I'm beat
that's a great idea,that's tight
you're acting weird,you're trippin'
I love that outfit,that outfit is on fleek
let's hang out later,let's chill later
everything is going well,everything's gravy
he's really funny,he's a riot
I can't believe that happened,"no cap, I can't believe that went down"
that song is great,that song slaps
you're really charming,you've got mad rizz
let's get something to eat,let's grab a bite
that party was really cool,that party was phat
I'm so excited about this,I'm totally stoked
he's acting really weird,he's being such a dork
she's very attractive,she's a total babe
that's really great,that's so baller
let's hang out later,let's chill later
I'm very tired,I'm beat
you look fantastic,you look fire
that's impressive,that's dope
I'm feeling confident today,I'm feeling myself
that was an amazing performance,that was a straight-up vibe
I think he's really charming,I think he has mad rizz
that party was really fun,that party was phat
she's really pretty,she's a total babe
let's hang out later,let's chill later
I'm excited about the concert,I'm hyped for the show
that's really cool,that's dope
you did a great job,you crushed it
I'm feeling good today,I'm feeling fresh
that outfit is stylish,that outfit is on fleek
I like your confidence,I vibe with your rizz
let's go out tonight,let's hit the town tonight
this song is very catchy,this song slaps
I can't believe that happened,I can't even with that
you really impressed everyone,you flexed on everyone
That party was really fun!,That party was phat!
You look great today!,You look fly today!
I'm really tired of this situation.,I'm so over this drama.
Let's hang out this weekend.,Let's kick it this weekend.
That outfit is really nice.,That outfit is so on fleek!
I can't believe what just happened.,I can't even with what just happened.
You're really good at flirting.,You've got mad game.
This song is really catchy.,This song is a bop!
I have a good feeling about this.,I have a good vibe about this.
Let's take a break.,Let's vibe check for a sec.
You're really charming.,You've got that rizz.
This place is awesome.,This place is fire!
I think that outfit is really cool,That outfit is phat!
Let's have a party this weekend,Let's throw a rager!
I'm really tired of this situation,I'm totally bummed about this!
You're acting really weird,You're being hella sketchy!
That movie was so good!,That movie was fire!
I can't believe you did that,"No way, that's so sus!"
I'm feeling great today,I'm vibing today!
That's a nice car,That whip is on fleek!
He's really charming,He’s got mad rizz!
That song is stuck in my head,That track is a total banger!
Let's meet up later,Let's link up later!
I'm feeling very happy,I'm totally living my best life!
that party was really fun,that party was dope
he's very cool,he's phat
she's acting really weird,she's being a total weirdo
let's hang out later,let's chill later
that's really great,that's awesome sauce
you look good today,you're looking fresh
I'm really excited about this,I'm hyped for this
he's trying to impress her,he's trying to flex on her
that outfit is stylish,that outfit is on fleek
I'm feeling overwhelmed,I'm feeling super stressed
let's take a break,let's vibe check for a sec
he's got a lot of charm,he's got mad rizz
that's a good idea,that's a solid move
That concert was really great.,That concert was phat.
I'm feeling very excited about this.,I'm totally stoked about this.
She's really cool and stylish.,She's fly.
Let's hang out and just relax.,Let's chillax.
That party was so much fun.,That party was a blast.
I can't wait to see that movie.,I can't wait to peep that flick.
Everything is going really well.,Everything is on point.
She is very attractive.,She is hot.
I really admire your confidence.,I love your rizz.
This trend is very popular right now.,This trend is fire.
I had a great time with my friends.,I had a lit time with my crew.
You did an amazing job!,You absolutely crushed it!
that movie was really good,that movie was phat
I can't believe that happened,"no way, that's totally bogus"
I'm feeling really tired,"I'm beat, man"
let's hang out later,let's chill later
that outfit looks great,that outfit is on fleek
I really enjoyed that party,that party was off the chain
I'm really excited about this,I'm so hyped for this
she did a great job,she crushed it
I'm really trying to impress them,I'm working on my rizz
that event was fun,that event was a whole vibe
I can't wait to see that,I’m so ready for that
let's take a picture,let's snap a pic
that party was really fun,that party was off the hook
you look great today,you look phat
I can’t believe that happened,"no way, that’s so bogus"
I’m really tired right now,I’m totally wiped out
that outfit is stylish,that outfit is so fresh
I’m very happy with this,I’m super stoked about this
let's hang out later,let's chill later
this food is delicious,this food is bomb
I think they're really attractive,I think they got mad rizz
that was an amazing experience,that was a whole vibe
I’m feeling really energetic,I’m vibing hard right now
let's take a picture together,let's snap a pic for the gram
that party was really fun,that party was phat
she is very cool,she is da bomb
I'm really tired,I'm totally wiped out
you are acting silly,you are being a dork
that outfit looks great,that outfit is on fleek
he's very stylish,he's super fresh
I don't care about that,I ain't even trippin'
let's hang out later,let's chillax later
she is very charming,she's got mad rizz
that movie was really good,that movie was fire
I'm feeling really good today,I'm vibing hard today
he is trying to impress her,he's trying to flex on her
that's really cool,that's phat
let's hang out,let's chillax
I'm very tired,I'm beat
you're crazy,you're whack
that party was really fun,that party was a blast
he's a great friend,he's my homie
everything is fine,everything's Gucci
that's really impressive,that's dope
she's very attractive,she's got mad rizz
I'm feeling great today,I'm vibing hard today
let's take a selfie,let's snap a pic
that's an interesting idea,that's a vibe
that party was really fun,that party was hella tight
I think you're really cool,I think you're phat
she's very attractive,she's a total babe
let's hang out later,let's kick it later
that's a great outfit,that outfit is so fresh
I'm excited about this movie,I'm pumped for this flick
everyone loves that song,that song is a banger
this food is really good,this food is bomb
he's really charming,he's got mad rizz
I can't believe this is happening,I can't even right now
that was an interesting conversation,that convo was wild
let's go out for a drink,let's grab some vibes
I'm really impressed by your skills,You're totally phat!
She's acting really weird,She's acting mad shady.
That was a great movie,That flick was bomb!
Let's hang out this weekend,Let's chill this weekend.
Everything is going smoothly,Everything is on point.
I love that outfit,That outfit is fly!
